Adoption ID,Date,Quantity,Book ID,Title,ISBN-10,ISBN-13,Category,University ID
3,8/18/2015,500,970,E-Marketing,0132147556,9780132147552,Business,167358
4,8/24/2015,50,589,College Algebra with Modeling & Visualization,0321826132,9780321826138,Mathematics,167358
5,11/29/2015,636,637,Elementary Statistics Using Excel,0321851668,9780321851666,Statistics,167358
6,4/9/2015,285,692,Cryptography and Network Security: Principles and Practice,0133354695,9780133354690,Computer Science,167358
7,3/27/2015,314,553,"The Prentice Hall Guide for College Writers, Brief Edition",0205883052,9780205883059,English,167358
8,10/3/2015,238,590,Mathematics for Business,0132898357,9780132898355,Business,167358
9,6/6/2015,426,615,Algebra and Trigonometry with Modeling & Visualization,0321826124,9780321826121,Mathematics,167358
10,8/24/2015,164,932,Foundations of Finance,0132994879,9780132994873,Business,167358
11,4/22/2015,523,786,Managerial Accounting: Decision Making and Motivating Performance,0137024878,9780137024872,Business,167358
12,5/19/2015,526,547,"The Curious Writer, Brief Edition",020587665X,9780205876655,English,167358
13,6/23/2015,140,683,Ownership Series: Ownership: Accountability,0132869500,9780132869508,Student Success,167358
14,11/18/2015,107,632,Elementary and Intermediate Algebra: Concepts & Applications,0321848748,9780321848741,Mathematics,167358
15,3/29/2015,181,786,Managerial Accounting: Decision Making and Motivating Performance,0137024878,9780137024872,Business,167358
16,8/25/2015,591,548,"The Curious Writer, Concise Edition",0205876641,9780205876648,English,167358
17,5/16/2015,538,595,Intermediate Algebra: Concepts & Applications,0321848284,9780321848284,Mathematics,167358
18,11/6/2015,436,562,Sterling Stories,0205874126,9780205874125,Student Success,167358
19,2/8/2016,353,919,MIS Essentials,0132970759,9780132970754,Business,167358
20,3/8/2015,100,561,The DK Handbook,0205863795,9780205863792,Student Success,167358
21,12/2/2015,556,566,Academic Reading,0321865820,9780321865823,Student Success,167358
22,2/4/2016,223,612,Precalculus with Modeling & Visualization,0321826027,9780321826022,Mathematics,167358
23,7/7/2015,514,943,Modern Systems Analysis and Design,0132991306,9780132991308,Business,167358
24,2/10/2016,699,969,Economics for Managers,013606552X,9780136065524,Economics,167358
25,1/31/2016,70,687,Introduction to Materials Science,0132136422,9780132136426,Engineering,167358
26,1/8/2016,389,683,Ownership Series: Ownership: Accountability,0132869500,9780132869508,Student Success,167358
27,10/7/2015,184,627,Intermediate Algebra 10,0321872185,9780321872180,Mathematics,167358
28,10/19/2015,459,919,MIS Essentials,0132970759,9780132970754,Business,167358
29,1/28/2016,460,950,"Money, Banking, and the Financial System",0132994917,9780132994910,Economics,167358
30,3/14/2015,616,478,Starting out with Visual C# 2012 (with CD-Rom),0133129454,9780133129458,Computer Science,167358
31,10/17/2015,387,932,Foundations of Finance,0132994879,9780132994873,Business,167358
1,4/7/2015,207,694,Visual C# 2012 How to Program,0133379337,9780133379334,Computer Science,211024
2,5/15/2015,90,919,MIS Essentials,0132970759,9780132970754,Business,211024
3,3/22/2015,175,559,The Blair Reader,0205901840,9780205901845,English,211024
4,5/13/2015,450,590,Mathematics for Business,0132898357,9780132898355,Business,211024
5,4/8/2015,186,589,College Algebra with Modeling & Visualization,0321826132,9780321826138,Mathematics,211024
1,11/14/2015,614,790,Data Structures and Algorithm Analysis in C++,013284737X,9780132847377,Computer Science,433660
2,9/19/2015,263,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,433660
3,3/3/2016,665,550,Literature for Composition,0321829174,9780321829177,English,433660
4,10/30/2015,172,591,Basic College Mathematics,0321825535,9780321825537,Mathematics,433660
5,12/16/2015,194,591,Basic College Mathematics,0321825535,9780321825537,Mathematics,433660
6,7/9/2015,658,574,Technical Communication,0321899970,9780321899972,English,433660
7,1/29/2016,27,792,Managing Engineering and Technology,0133485102,9780133485103,Engineering,433660
8,11/21/2015,415,682,Essentials of Entrepreneurship and Small Business Management,0132666790,9780132666794,Business,433660
9,9/20/2015,380,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,433660
10,5/22/2015,333,560,Prose Reader,0205891500,9780205891504,English,433660
11,3/13/2015,622,475,Java Software Structures,0133250121,9780133250121,Computer Science,433660
12,1/31/2016,565,603,Intro Stats,0321825276,9780321825278,Statistics,433660
13,1/11/2016,570,950,"Money, Banking, and the Financial System",0132994917,9780132994910,Economics,433660
1,9/4/2015,539,951,Corporate Finance,0132992477,9780132992473,Business,234155
2,3/13/2015,107,644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",0321880854,9780321880857,Mathematics,234155
3,10/31/2015,49,564,Read to Achieve: Gateway to Academic Reading,0205578063,9780205578061,Student Success,234155
4,5/19/2015,343,904,International Business,0133063003,9780133063004,Business,234155
5,10/1/2015,206,603,Intro Stats,0321825276,9780321825278,Statistics,234155
6,11/5/2015,222,684,Ownership Series: Ownership: Effective Planning,0132868792,9780132868792,Student Success,234155
7,11/15/2015,690,950,"Money, Banking, and the Financial System",0132994917,9780132994910,Economics,234155
8,5/10/2015,70,928,Human Resource Management,0133043541,9780133043549,Business,234155
9,4/21/2015,605,592,Essential Math 4e,0321845056,9780321845054,Mathematics,234155
10,7/30/2015,423,652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",0132481197,9780132481199,Student Success,234155
11,1/13/2016,46,610,Cornerstones for College Success,0321860470,9780321860477,Student Success,234155
12,7/23/2015,241,561,The DK Handbook,0205863795,9780205863792,Student Success,234155
13,4/18/2015,167,571,Style: Lessons in Clarity and Grace 11E,0321898680,9780321898685,English,234155
14,8/20/2015,77,928,Human Resource Management,0133043541,9780133043549,Business,234155
15,7/4/2015,427,967,Principles of Economics,013302380X,9780133023800,Economics,234155
16,5/18/2015,509,923,Guide to Presentations,0133058360,9780133058369,Business,234155
17,2/14/2016,304,631,World of Short Stories: 20 Short Stories from Around the World,0205902308,9780205902309,Student Success,234155
18,8/29/2015,468,555,"Global Issues, Local Arguments",0205886159,9780205886159,English,234155
1,5/30/2015,681,967,Principles of Economics,013302380X,9780133023800,Economics,133951
2,11/8/2015,82,782,Public Relations Practices,0133127648,9780133127645,Business,133951
3,2/6/2016,543,912,Fundamentals of Human Resource Management,0132994909,9780132994903,Business,133951
4,9/20/2015,634,788,Manufacturing Engineering & Technology,0133128741,9780133128741,Engineering,133951
5,9/20/2015,251,705,Statics and Mechanics of Materials,0133451607,9780133451603,Engineering,133951
6,4/26/2015,298,688,"Essentials of Processes, Systems and Information: with SAP tutorials",013340675X,9780133406757,Business,133951
7,7/29/2015,324,894,International Economics,0132948915,9780132948913,Economics,133951
8,8/30/2015,144,611,"Cornerstones for Community College Success, 2/E",0321860594,9780321860590,Student Success,133951
9,1/18/2016,628,623,Precalculus Essentials,0321729560,9780321729569,Mathematics,133951
10,9/30/2015,430,937,Microeconomics,0133423905,9780133423907,Economics,133951
11,11/27/2015,361,893,Manager's Bookshelf,0133043592,9780133043594,Business,133951
12,6/8/2015,294,953,Accounting Information Systems: The Crossroads of Accounting and IT 2e,0132991322,9780132991322,Business,133951
13,1/2/2016,254,642,Developmental Mathematics,0321845862,9780321845863,Mathematics,133951
14,9/9/2015,539,485,Elementary Algebra,0321880153,9780321880154,Mathematics,133951
15,2/15/2016,143,898,Better Business,0133059049,9780133059045,Business,133951
16,6/2/2015,129,956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,0133251969,9780133251968,Business,133951
1,4/5/2015,449,975,The Economics of Public Issues,0133022935,9780133022933,Economics,153269
2,8/3/2015,562,611,"Cornerstones for Community College Success, 2/E",0321860594,9780321860590,Student Success,153269
3,2/15/2016,480,934,Economics Today: The Macro View,0132948893,9780132948890,Economics,153269
1,7/28/2015,330,923,Guide to Presentations,0133058360,9780133058369,Business,236939
2,4/21/2015,558,970,E-Marketing,0132147556,9780132147552,Business,236939
3,7/28/2015,565,932,Foundations of Finance,0132994879,9780132994873,Business,236939
4,1/4/2016,426,969,Economics for Managers,013606552X,9780136065524,Economics,236939
5,1/3/2016,252,553,"The Prentice Hall Guide for College Writers, Brief Edition",0205883052,9780205883059,English,236939
6,2/17/2016,563,686,Ownership Series: Ownership: Study Strategies,0132869063,9780132869065,Student Success,236939
7,12/23/2015,163,693,"Network Security Essentials: Applications and Standards, 5/e",0133370437,9780133370430,Computer Science,236939
8,2/20/2016,612,904,International Business,0133063003,9780133063004,Business,236939
9,4/19/2015,293,588,College Algebra,0321782283,9780321782281,Mathematics,236939
10,6/24/2015,191,482,Excursions in Modern Mathematics,032182573X,9780321825735,Mathematics,236939
11,10/16/2015,93,595,Intermediate Algebra: Concepts & Applications,0321848284,9780321848284,Mathematics,236939
12,2/13/2016,507,472,Basics of Web Design: HTML5 & CSS3,0133128911,9780133128918,Computer Science,236939
13,12/18/2015,304,924,The Economics of Sports,0133022927,9780133022926,Economics,236939
14,12/8/2015,113,707,Managerial Economics,0321566440,9780321566447,Economics,236939
15,12/27/2015,36,591,Basic College Mathematics,0321825535,9780321825537,Mathematics,236939
16,11/25/2015,390,597,Introductory Algebra 10,0321870484,9780321870483,Mathematics,236939
17,3/15/2015,221,701,Adaptive Filter Theory,013267145X,9780132671453,Engineering,236939
18,8/18/2015,383,980,Hands-On Database,013610827X,9780136108276,Computer Science,236939
19,10/28/2015,390,916,Management Information Systems,0133050696,9780133050691,Business,236939
20,9/17/2015,665,610,Cornerstones for College Success,0321860470,9780321860477,Student Success,236939
21,4/6/2015,691,955,Horngren's Financial & Managerial Accounting,0133251241,9780133251241,Business,236939
22,2/9/2016,292,680,Introduction to Programming with C++,0133252817,9780133252811,Computer Science,236939
23,11/20/2015,147,974,The Economics of Macro Issues,0132991284,9780132991285,Economics,236939
24,11/13/2015,131,944,Principles of Operations Management,0132968363,9780132968362,Business,236939
25,12/25/2015,193,912,Fundamentals of Human Resource Management,0132994909,9780132994903,Business,236939
26,8/28/2015,45,972,Making the Team,0136090036,9780136090038,Business,236939
1,8/18/2015,123,694,Visual C# 2012 How to Program,0133379337,9780133379334,Computer Science,217633
2,3/2/2016,27,922,Management,0133043606,9780133043600,Business,217633
1,5/23/2015,372,790,Data Structures and Algorithm Analysis in C++,013284737X,9780132847377,Computer Science,183910
2,4/19/2015,666,589,College Algebra with Modeling & Visualization,0321826132,9780321826138,Mathematics,183910
3,8/18/2015,393,566,Academic Reading,0321865820,9780321865823,Student Success,183910
4,2/1/2016,203,566,Academic Reading,0321865820,9780321865823,Student Success,183910
5,11/20/2015,587,616,Introductory and Intermediate Algebra 5e,0321865537,9780321865533,Mathematics,183910
6,10/23/2015,595,570,Basic College Vocabulary Strategies,0321838939,9780321838933,Student Success,183910
7,2/10/2016,195,603,Intro Stats,0321825276,9780321825278,Statistics,183910
8,12/12/2015,440,685,Ownership Series: Ownership: Critical Thinking,013286908X,9780132869089,Student Success,183910
9,3/11/2015,118,927,International Management: Text and Cases,0133062120,9780133062120,Business,183910
10,2/27/2016,527,595,Intermediate Algebra: Concepts & Applications,0321848284,9780321848284,Mathematics,183910
11,4/18/2015,476,978,Database Processing,0132145375,9780132145374,Computer Science,183910
12,6/2/2015,423,629,Precalculus: Essentials,032181696X,9780321816962,Mathematics,183910
13,1/21/2016,126,628,Business Math Brief,0133140423,9780133140422,Business,183910
14,3/13/2015,250,951,Corporate Finance,0132992477,9780132992473,Business,183910
15,10/3/2015,143,905,Horngren's Accounting,0133117413,9780133117417,Business,183910
16,1/22/2016,626,586,College Algebra: An Early Functions Approach,0321729641,9780321729644,Mathematics,183910
17,1/26/2016,46,933,Economics Today,0132948907,9780132948906,Economics,183910
18,5/29/2015,156,482,Excursions in Modern Mathematics,032182573X,9780321825735,Mathematics,183910
19,4/1/2015,666,482,Excursions in Modern Mathematics,032182573X,9780321825735,Mathematics,183910
20,2/23/2016,351,894,International Economics,0132948915,9780132948913,Economics,183910
21,7/4/2015,34,696,Entrepreneurial Finance,0133140512,9780133140514,Business,183910
22,7/2/2015,403,484,A First Course in Probability,032179477X,9780321794772,Statistics,183910
1,8/6/2015,514,613,Business Math,0133011208,9780133011203,Business,198543
2,3/14/2015,41,950,"Money, Banking, and the Financial System",0132994917,9780132994910,Economics,198543
3,1/23/2016,574,933,Economics Today,0132948907,9780132948906,Economics,198543
4,9/8/2015,180,790,Data Structures and Algorithm Analysis in C++,013284737X,9780132847377,Computer Science,198543
5,4/28/2015,96,555,"Global Issues, Local Arguments",0205886159,9780205886159,English,198543
6,5/9/2015,528,587,Algebra and Trigonometry,032183724X,9780321837240,Mathematics,198543
7,10/27/2015,364,792,Managing Engineering and Technology,0133485102,9780133485103,Engineering,198543
8,8/12/2015,74,929,Principles of Marketing,0133084043,9780133084047,Business,198543
9,8/25/2015,481,958,Macroeconomics,0132991330,9780132991339,Economics,198543
10,1/18/2016,282,968,Principles of Microeconomics,0133024164,9780133024166,Economics,198543
11,8/8/2015,688,979,Development Economics,0321464486,9780321464484,Economics,198543
12,5/18/2015,241,904,International Business,0133063003,9780133063004,Business,198543
13,8/13/2015,467,572,Mosaics: Reading and Writing Paragraphs,0205890547,9780205890545,Student Success,198543
14,4/24/2015,461,684,Ownership Series: Ownership: Effective Planning,0132868792,9780132868792,Student Success,198543
1,8/30/2015,424,552,The Prentice Hall Guide for College Writers,0205875548,9780205875542,English,232265
2,12/11/2015,191,685,Ownership Series: Ownership: Critical Thinking,013286908X,9780132869089,Student Success,232265
3,7/4/2015,400,926,Environmental Law,0133075281,9780133075281,Business,232265
4,2/25/2016,482,625,"Career Tool Kit, The: Skills for Success",0132180537,9780132180535,Student Success,232265
