Message ID,Date,Content,Category,University ID
7,7/9/2015,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,Request,232423
8,1/25/2016,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Response,232423
1,3/26/2015,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Help,131159
2,10/15/2015,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",Request,131159
3,5/13/2015,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Response,131159
4,5/4/2015,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",Request,131159
5,10/21/2015,Vestibulum ac est lacinia nisi venenatis tristique.,Request,131159
1,8/14/2015,Aliquam non mauris.,Response,163578
2,10/1/2015,Ut at dolor quis odio consequat varius.,Request,163578
3,4/17/2015,Pellentesque ultrices mattis odio.,Help,163578
4,5/24/2015,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Request,163578
5,10/9/2015,Ut tellus.,Help,163578
1,2/28/2016,Sed ante. Vivamus tortor.,Response,110778
2,5/5/2015,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Help,110778
3,9/19/2015,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Help,110778
4,8/14/2015,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",Request,110778
5,6/18/2015,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",Response,110778
6,7/29/2015,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Request,110778
7,12/25/2015,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",Order,110778
1,10/1/2015,Integer ac leo. Pellentesque ultrices mattis odio.,Help,175856
2,1/16/2016,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",Query,175856
3,5/15/2015,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Help,175856
4,5/31/2015,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Request,175856
1,6/28/2015,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,Request,170286
2,1/17/2016,Proin risus.,Request,170286
3,4/22/2015,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Response,170286
4,4/23/2015,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",Request,170286
5,2/16/2016,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",Request,170286
6,1/29/2016,Donec posuere metus vitae ipsum. Aliquam non mauris.,Help,170286
7,8/4/2015,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",Query,170286
8,5/8/2015,Donec dapibus. Duis at velit eu est congue elementum.,Order,170286
9,11/10/2015,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Order,170286
10,3/5/2016,Pellentesque ultrices mattis odio. Donec vitae nisi.,Request,170286
11,3/5/2016,Nulla mollis molestie lorem. Quisque ut erat.,Help,170286
12,12/17/2015,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Help,170286
13,6/18/2015,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Order,170286
14,4/6/2015,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",Help,170286
1,1/23/2016,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Help,132842
2,7/11/2015,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,Order,132842
3,8/23/2015,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Help,132842
4,4/10/2015,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Order,132842
5,12/2/2015,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Query,132842
6,2/2/2016,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Request,132842
7,12/25/2015,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,Help,132842
8,10/9/2015,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Request,132842
9,12/20/2015,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,Response,132842
10,5/23/2015,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,Response,132842
11,6/4/2015,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",Response,132842
12,7/15/2015,Maecenas rhoncus aliquam lacus.,Request,132842
13,8/21/2015,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Order,132842
14,6/18/2015,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Request,132842
1,5/1/2015,Integer ac neque.,Response,148496
2,4/7/2015,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",Request,148496
3,8/2/2015,Curabitur at ipsum ac tellus semper interdum.,Order,148496
4,11/11/2015,Morbi vel lectus in quam fringilla rhoncus.,Help,148496
5,2/7/2016,Cras non velit nec nisi vulputate nonummy.,Response,148496
6,4/6/2015,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Response,148496
1,4/1/2015,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,Request,145770
2,8/16/2015,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Order,145770
3,9/19/2015,Duis bibendum.,Request,145770
4,7/27/2015,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,Help,145770
5,7/25/2015,Phasellus sit amet erat.,Help,145770
6,4/4/2015,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Request,145770
7,11/20/2015,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",Order,145770
8,5/10/2015,Duis at velit eu est congue elementum.,Request,145770
9,8/29/2015,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,Request,145770
1,11/19/2015,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",Order,206604
2,1/27/2016,Praesent lectus.,Help,206604
1,4/3/2015,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",Request,134130
2,10/27/2015,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",Help,134130
3,7/18/2015,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",Order,134130
4,10/1/2015,Curabitur gravida nisi at nibh.,Help,134130
5,4/29/2015,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,Query,134130
6,1/22/2016,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Order,134130
7,3/2/2016,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",Order,134130
8,5/21/2015,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Help,134130
9,4/16/2015,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Query,134130
1,10/8/2015,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Response,207582
2,4/24/2015,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Query,207582
1,4/24/2015,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",Help,215062
2,1/8/2016,Praesent blandit. Nam nulla.,Query,215062
3,12/4/2015,Suspendisse potenti.,Query,215062
4,9/7/2015,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Response,215062
5,11/28/2015,Proin risus. Praesent lectus.,Response,215062
6,9/27/2015,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,Query,215062
7,10/19/2015,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,Order,215062
8,12/19/2015,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,Order,215062
1,1/7/2016,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",Query,131520
2,8/27/2015,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",Response,131520
3,4/20/2015,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,Help,131520
4,1/19/2016,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Response,131520
5,9/28/2015,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Order,131520
6,1/8/2016,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",Order,131520
7,4/2/2015,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,Query,131520
1,5/8/2015,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",Request,234076
2,12/17/2015,Aliquam sit amet diam in magna bibendum imperdiet.,Order,234076
3,3/17/2015,Vestibulum sed magna at nunc commodo placerat.,Query,234076
4,3/2/2016,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,Query,234076
5,8/5/2015,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,Order,234076
6,4/2/2015,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Response,234076
7,7/26/2015,Aliquam erat volutpat.,Query,234076
8,1/16/2016,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,Response,234076
9,2/4/2016,Nulla tempus.,Query,234076
10,10/3/2015,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,Order,234076
1,11/19/2015,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Query,100706
2,3/8/2015,Ut at dolor quis odio consequat varius.,Request,100706
3,11/16/2015,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",Response,100706
4,4/3/2015,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,Response,100706
5,5/13/2015,Cras non velit nec nisi vulputate nonummy.,Order,100706
6,5/23/2015,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Response,100706
1,3/24/2015,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Help,420866
2,1/24/2016,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Order,420866
3,8/1/2015,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Request,420866
4,8/29/2015,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",Request,420866
